station_id,station_name,station_brand,longitude,latitude
node/5253548270,Shell benzinci,Shell,28.8945802,40.9939415
node/5254108623,Shell,Shell,28.8902738,41.176591
node/5272471198,Shell,Shell,29.0976751,40.9573939
node/5281796616,Class Petrol,Unknown Brand,29.2359312,40.8843453
node/5282028235,Unknown Station,Unknown Brand,29.1408662,40.9382947
node/5283303556,Petrol Ofisi,Petrol Ofisi,29.0686312,40.981511
node/5283668028,Unknown Station,Unknown Brand,28.9084234,41.027751
node/5290533598,Shell,Shell,29.1903445,41.007132
node/5291682316,Petrol Ofisi Arasena,Petrol Ofisi,29.2632647,40.8908871
node/5292281495,Total,TotalEnergies,29.2342555,40.890674
node/5295378910,Unknown Station,Unknown Brand,29.195766,40.9168959
node/5316011367,BP,BP,29.1917101,40.8875592
node/5316391220,Uspet,Unknown Brand,29.0767874,40.9905592
node/5316393025,Petrol Ofisi,Petrol Ofisi,29.0820974,40.9899507
node/5316393026,Unknown Station,Unknown Brand,29.0915291,40.9980508
node/5329319844,Petrol Ofisi,Petrol Ofisi,29.3020362,40.9424888
node/5329320553,P MAX,Unknown Brand,29.2622919,40.9727059
node/5329338009,Aytemiz,Aytemiz,29.2742466,40.9643618
node/5336994052,Unknown Station,Unknown Brand,28.9696221,41.0751507
node/5336994069,Unknown Station,Unknown Brand,28.9865705,41.0811679
node/5344919571,Lukoil,Lukoil,29.30125,40.9422553
node/5362917722,Opet Gültepe,Opet,29.1079509,41.0231146
node/5362917723,Opet imes 1,Opet,29.1636539,41.0020489
node/5370265112,Shell,Shell,28.8970539,41.0080712
node/5375211991,Unknown Station,Unknown Brand,28.8064335,41.0245829
node/5375237948,Shell,Shell,28.8207294,41.044584
node/5375237950,Aytemiz,Aytemiz,28.8169805,41.0448318
node/5385351123,imes petrol 089,Unknown Brand,29.1643045,41.0018496
node/5385351124,Opet,Opet,29.2491636,40.971905
node/5385354921,Opet,Opet,29.1274403,40.9458545
node/5393139681,Opet,Opet,28.9822451,41.0642078
node/5393139853,Unknown Station,Unknown Brand,28.9685793,41.0855779
node/5411633625,Unknown Station,Unknown Brand,29.054004,41.1732022
node/5418808042,Moil,Moil,28.8708226,40.9909695
node/5418842117,Total,TotalEnergies,28.8904511,41.0173023
node/5437546261,Unknown Station,Unknown Brand,29.2437366,41.0154297
node/5437546316,Shell,Shell,29.2397661,41.0269115
node/5437672597,Petrol Ofisi,Petrol Ofisi,29.2345379,41.0396942
node/5455133252,Total,TotalEnergies,28.7875335,41.1528607
node/5462596529,BP,BP,28.8230339,41.0449926
node/5462640316,BP,BP,29.1808357,41.0079027
node/5479470554,Petrol Ofisi,Petrol Ofisi,29.1096406,41.0227995
node/5479470622,TotalEnergies,TotalEnergies,29.1126822,41.0221955
node/5482975722,PO,Unknown Brand,28.9479541,41.0437082
node/5542883356,Onex,Unknown Brand,29.281366,40.9643673
node/5542883408,Opet,Opet,29.2575172,40.9711613
node/5542883570,Total,TotalEnergies,29.2571926,40.9694406
node/5542883589,Bulvar girişi,Unknown Brand,29.30161,40.9419343
node/5542883633,Akşamsettin,Unknown Brand,29.2996747,40.948057
node/5542883700,Shell,Shell,29.2667627,40.9825628
node/5542886345,total Emkar petrol sanayi karsì,TotalEnergies,29.2976145,40.951119
node/5542889147,TP - Türkiye Petrolleri,Türkiye Petrolleri,29.2844653,40.9638346
node/5610931982,Unknown Station,Unknown Brand,28.5026895,41.1721549
node/5613678003,Unknown Station,Unknown Brand,28.4527997,41.1510071
node/5613729478,Unknown Station,Unknown Brand,28.4924105,41.2512907
node/5616649534,BP,BP,29.0811831,40.9814332
node/5636543103,Unknown Station,Unknown Brand,28.3282396,41.0910958
node/5636543105,Unknown Station,Unknown Brand,28.3719064,41.0948838
node/5636543106,Unknown Station,Unknown Brand,28.3741293,41.096003
node/5667618755,Starpet,Unknown Brand,28.9066419,41.020533
node/5667661771,bp taşıtmatık,BP,28.8937035,40.9821539
node/5667673366,Petrol Ofisi Bağcılar 100. Yıl,Petrol Ofisi,28.8526468,41.0562669
node/5667687574,Shell,Shell,28.8464788,41.0285248
node/5667689774,Opet,Opet,28.8341154,41.032617
node/5667747971,Total Bağcılar-2,TotalEnergies,28.856824,41.0283367
node/5686793717,Unknown Station,Unknown Brand,29.1425113,41.0795924
node/5686793935,Unknown Station,Unknown Brand,29.1462166,41.1216431
node/5686940428,Unknown Station,Unknown Brand,28.6230491,41.1365841
node/5686969979,BP-Artı Kurumsal Kart Ve Petrol,BP,28.6248907,41.1234795
node/5686970001,Shell,Shell,28.6170195,41.1525006
node/5686970042,Unknown Station,Unknown Brand,28.6282691,41.1173181
node/5686970066,TotalEnergies,TotalEnergies,28.629389,41.1174784
node/5707236740,Unknown Station,Unknown Brand,28.7011184,41.0222354
node/5707360358,BP,BP,28.6592596,41.0250023
node/5707508888,BP,BP,28.8923178,41.0047978
node/5707508889,Unknown Station,Unknown Brand,28.8920028,41.0049447
node/5708413680,Türkiye Petrolleri,Türkiye Petrolleri,28.9487993,41.0834384
node/5708543081,Unknown Station,Unknown Brand,28.4455672,41.1972545
node/5909868367,Unknown Station,Unknown Brand,28.8635582,41.0298186
node/5940640333,Unknown Station,Unknown Brand,29.103328,40.96645
node/5940682543,BP,BP,29.104211,40.9670745
node/5948284506,Shell,Shell,29.3451289,40.8811717
node/5954059533,Petrol Ofisi,Petrol Ofisi,29.0753284,41.0225451
node/5956671712,Unknown Station,Unknown Brand,29.4808701,41.1245795
node/5959790503,Aytemiz,Aytemiz,29.0407526,41.1123996
